storyId,format,locale,path,wordCount,wpm,estimatedSeconds,minWords,maxWords,timingPass
pos-l05-s03,short,pt,content/shorts/pt/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md,237,155,91.74,225,240,True
pos-l06-s01,short,de,content/shorts/de/pos-l06-s01-your-audience-remembers-the-old-you.md,227,150,90.8,218,233,True
pos-l06-s01,short,es,content/shorts/es/pos-l06-s01-your-audience-remembers-the-old-you.md,233,155,90.19,225,240,True
pos-l06-s01,short,fr,content/shorts/fr/pos-l06-s01-your-audience-remembers-the-old-you.md,237,155,91.74,225,240,True
pos-l06-s01,short,it,content/shorts/it/pos-l06-s01-your-audience-remembers-the-old-you.md,229,155,88.65,225,240,True
pos-l06-s01,short,pt,content/shorts/pt/pos-l06-s01-your-audience-remembers-the-old-you.md,228,155,88.26,225,240,True
pos-l06-s02,short,de,content/shorts/de/pos-l06-s02-changing-your-bio-isnt-repositioning.md,219,150,87.6,218,233,True
pos-l06-s02,short,es,content/shorts/es/pos-l06-s02-changing-your-bio-isnt-repositioning.md,238,155,92.13,225,240,True
pos-l06-s02,short,fr,content/shorts/fr/pos-l06-s02-changing-your-bio-isnt-repositioning.md,240,155,92.9,225,240,True
pos-l06-s02,short,it,content/shorts/it/pos-l06-s02-changing-your-bio-isnt-repositioning.md,240,155,92.9,225,240,True
pos-l06-s02,short,pt,content/shorts/pt/pos-l06-s02-changing-your-bio-isnt-repositioning.md,226,155,87.48,225,240,True
pos-l06-s03,short,de,content/shorts/de/pos-l06-s03-change-what-people-know-you-for.md,233,150,93.2,218,233,True
pos-l06-s03,short,es,content/shorts/es/pos-l06-s03-change-what-people-know-you-for.md,237,155,91.74,225,240,True
pos-l06-s03,short,fr,content/shorts/fr/pos-l06-s03-change-what-people-know-you-for.md,240,155,92.9,225,240,True
pos-l06-s03,short,it,content/shorts/it/pos-l06-s03-change-what-people-know-you-for.md,233,155,90.19,225,240,True
pos-l06-s03,short,pt,content/shorts/pt/pos-l06-s03-change-what-people-know-you-for.md,239,155,92.52,225,240,True
tx-s021,short,de,content/shorts/de/tx-s021.md,228,150,91.2,218,233,True
tx-s021,short,es,content/shorts/es/tx-s021.md,225,155,87.1,225,240,True
tx-s021,short,fr,content/shorts/fr/tx-s021.md,239,155,92.52,225,240,True
tx-s021,short,it,content/shorts/it/tx-s021.md,233,155,90.19,225,240,True
tx-s021,short,pt,content/shorts/pt/tx-s021.md,236,155,91.35,225,240,True
tx-s027,short,de,content/shorts/de/tx-s027.md,233,150,93.2,218,233,True
tx-s027,short,es,content/shorts/es/tx-s027.md,237,155,91.74,225,240,True
tx-s027,short,fr,content/shorts/fr/tx-s027.md,236,155,91.35,225,240,True
tx-s027,short,it,content/shorts/it/tx-s027.md,236,155,91.35,225,240,True
tx-s027,short,pt,content/shorts/pt/tx-s027.md,238,155,92.13,225,240,True
