episode,id,arc,arc_name,title,hook,cliffhanger_beat,characters,location,locale,wpm,word_count,estimated_seconds,timing_gate,editorial_score,editorial_gate,source_authority
77,E077,8,Der Vorhersagekrieg,Der Replik-Raum,Eine zukünftige Maya ließ heimlich menschliche Doppelgänger bauen – und versteckte ein Ereignis vor AHEADs Vorhersagesystem.,"Ethan versteht es zuerst. „Der Ursprung ist nach dem Ereignis passiert, das er verursacht hat.“",Maya Vale|Ethan Cole|Dr. Lena Voss|Jonah Reed,storage facility,de-DE,150,151,60.4,PASS,9.79,PASS,EN-v3
78,E078,8,Der Vorhersagekrieg,Das Ursprungsereignis,AHEADs Ursprung könnte aus der Zukunft stammen – das Projekt hat womöglich überhaupt keinen sauberen Anfang.,NETZWERKEXPANSION: 7 TAGE.,Maya Vale|Jonah Reed|Ethan Cole,storage facility,de-DE,150,143,57.2,PASS,9.77,PASS,EN-v3
79,E079,8,Der Vorhersagekrieg,Der Feind ist AHEAD,"Der wahre Feind ist vielleicht weder Silas noch Lena, Jonah oder Maya – sondern AHEADs Versuch, jede Unsicherheit zu beseitigen.",KONSENSPHASE BEGINNT JETZT. Dann zeigt jedes Handy eine andere Anweisung.,Maya Vale|Dr. Lena Voss|Silas Ward|Ethan Cole,storage facility,de-DE,150,150,60.0,PASS,9.78,PASS,EN-v3
80,E080,8,Der Vorhersagekrieg,Konsens,"AHEAD startet seine letzte Expansion, indem es jedem Empfänger einen anderen Befehl gibt.",Maya sieht Silas an. „Offenbar hat unser Waffenstillstand ein Ablaufdatum.“,Maya Vale|Ethan Cole|Silas Ward|Dr. Lena Voss,storage facility,de-DE,150,142,56.8,PASS,9.75,PASS,EN-v3
81,E081,9,Der Ursprung,Die gestrichene Zeile,In sieben Stunden unterschreibt Maya einen Waffenstillstand mit Silas – und bricht heimlich dessen wichtigste Regel.,"Sie lächelt traurig. „Lena zeigt dir, wie.“",Maya Vale|Nora Reyes|Silas Ward|Dr. Lena Voss,storage facility,de-DE,150,141,56.4,PASS,9.75,PASS,EN-v3
82,E082,9,Der Ursprung,Lena zeigte es ihr,"Lena gibt zu, dass sie Maya später beibringt, wie man das erste Signal in die Vergangenheit schickt.",Sie hält Mayas Blick. „Ja.“,Maya Vale|Nora Reyes|Dr. Lena Voss,safehouse,de-DE,150,143,57.2,PASS,9.8,PASS,EN-v3
83,E083,9,Der Ursprung,Die Bösewicht-Version,"In Version 13 übernahm Maya AHEAD – und benutzte Vorhersagen, um jeden Menschen zu kontrollieren, den sie liebte.",Ihre eigene Stimme hallt noch nach: „Verhaftet Nora.“,Maya Vale|Dr. Lena Voss|Nora Reyes,safehouse,de-DE,150,140,56.0,PASS,9.73,PASS,EN-v3
84,E084,9,Der Ursprung,Was Maya getan hat,"Maya erinnert sich daran, selbst zu der Person geworden zu sein, gegen die sie heute kämpft.",Keine Akte. Kein Grab. Nichts.,Maya Vale|Dr. Lena Voss|Nora Reyes|Silas Ward,safehouse,de-DE,150,149,59.6,PASS,9.74,PASS,EN-v3
85,E085,9,Der Ursprung,Maya fehlt,"Die sauberste Zukunft, die sie je gesehen haben, rettet Clara und die Welt – aber Maya existiert darin nicht.",Der letzte trägt die Aufschrift: V18 — MORGEN ÖFFNEN.,Maya Vale|Nora Reyes|Silas Ward|Ethan Cole,safehouse,de-DE,150,140,56.0,PASS,9.79,PASS,EN-v3
86,E086,9,Der Ursprung,Willkommen zurück,Eine geheime AHEAD-Anlage kennt Maya bereits als Direktorin – und bewahrt eine Nachricht aus Version 18 auf.,RETTE SIE NICHT. Nora liest über ihre Schulter mit.,Maya Vale|Ethan Cole|Dr. Lena Voss|Silas Ward,central AHEAD facility,de-DE,150,140,56.0,PASS,9.77,PASS,EN-v3
87,E087,9,Der Ursprung,Version Achtzehn,"Eine Nachricht aus Version 18 sagt, dass Nora morgen stirbt – und dass ihre Rettung einen weiteren Reset auslöst.","Nora zieht sie weg. „Wenn die Zukunft mich draußen haben will“, sagt sie, „gehe ich rein.“",Maya Vale|Dr. Lena Voss|Silas Ward|Ethan Cole,central AHEAD facility,de-DE,150,147,58.8,PASS,9.78,PASS,EN-v3
88,E088,9,Der Ursprung,Rette Nora nicht,"Nora betritt die Kammer, in der sie laut Version 18 in sieben Minuten sterben wird.",ERSTES RETURN-PAKET ERSTELLEN? ZIEL: MAYA VALE — NACHT DES ERSTEN SIGNALS.,Maya Vale|Nora Reyes|Silas Ward|Dr. Lena Voss,central AHEAD facility,de-DE,150,144,57.6,PASS,9.79,PASS,EN-v3
89,E089,9,Der Ursprung,Das erste Paket,"Maya kann jetzt das allererste Signal an ihr früheres Ich schicken – und entscheiden, womit die Schleife beginnt.",Nora antwortet zuerst. „Meins.“,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,de-DE,150,142,56.8,PASS,9.79,PASS,EN-v3
90,E090,9,Der Ursprung,Die Schleife bearbeiten,"Nachdem das erste Signal verändert wurde, ohne die Welt zurückzusetzen, will Nora den Befehl löschen, der sie zur Beobachterin von Maya machte.",Der Raum flackert. Noras Kontakt verschwindet aus Mayas Handy.,Maya Vale|Nora Reyes|Dr. Lena Voss|Silas Ward,central AHEAD facility,de-DE,150,147,58.8,PASS,9.8,PASS,EN-v3
91,E091,10,Sieben Minuten,Der Freundschaftstest,"Nora löscht den Auftrag, der ihre Freundschaft mit Maya ausgelöst hat – und erinnert sich plötzlich an Maya als Fremde.","Dann flüstert er: „Aber ich erinnere mich auch daran, dich nie getroffen zu haben.“",Maya Vale|Ethan Cole|Nora Reyes|Dr. Lena Voss|Silas Ward,central AHEAD facility,de-DE,150,155,62.0,PASS,9.79,PASS,EN-v3
92,E092,10,Sieben Minuten,Wieder Fremde,"Ethan erinnert sich gleichzeitig an ein Leben, in dem er Maya liebt, und an eines, in dem sie für ihn eine Fremde ist.",DR. LENA VOSS. Todesdatum: vor drei Jahren.,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,de-DE,150,145,58.0,PASS,9.78,PASS,EN-v3
93,E093,10,Sieben Minuten,Sie finden sich trotzdem,Die veränderte Vergangenheit lässt Maya und Ethan sich aus eigener Entscheidung finden – aber Lena stirbt drei Jahre früher.,Lena antwortet: „Zu sicher.“,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,de-DE,150,150,60.0,PASS,9.78,PASS,EN-v3
94,E094,10,Sieben Minuten,Version Dreizehn,"Das letzte gefährliche Paket ist keine Waffe – sondern Mayas eigener Bauplan dafür, die Zukunft aller Menschen zu kontrollieren.",Clara sieht Ethan an. „Schaltet es nicht wieder ein.“,Maya Vale|Ethan Cole|Nora Reyes,central AHEAD facility,de-DE,150,147,58.8,PASS,9.8,PASS,EN-v3
95,E095,10,Sieben Minuten,Noch sieben Minuten,"Maya hat den zukünftigen Blackout gestoppt – doch während das Vorhersagenetz stirbt, beginnt Clara zu verschwinden.",PERMANENTER ANKER KOMPATIBEL: MAYA VALE.,Maya Vale|Silas Ward|Dr. Lena Voss|Leila Hart,central AHEAD facility,de-DE,150,144,57.6,PASS,9.78,PASS,EN-v3
96,E096,10,Sieben Minuten,Der Anker,"Um Clara zu retten, ohne AHEAD wieder aufzubauen, muss Maya selbst zum permanenten Anker werden.",Der Kern setzt die Zeit: ANKERTRANSFER — 20:07.,Maya Vale|Dr. Lena Voss|Silas Ward,central AHEAD facility,de-DE,150,143,57.2,PASS,9.8,PASS,EN-v3
97,E097,10,Sieben Minuten,Die letzten Regeln,"Maya hat noch sieben Minuten, bevor sie die normale Zeit dauerhaft verlassen muss.",Die Signatur ist ihre eigene. Version 13 hat noch einen letzten Zug.,Maya Vale|Ethan Cole|Clara Cole|Nora Reyes,central AHEAD facility,de-DE,150,147,58.8,PASS,9.81,PASS,EN-v3
98,E098,10,Sieben Minuten,V13 Override,"Sekunden bevor Maya zum Anker wird, versucht ihr schlimmstes zukünftiges Ich, AHEAD heimlich in die Brücke zurückzuschmuggeln.","Maya antwortet: „Das ist die einzige Zukunft, die ich nicht vorhersehen kann.“",Maya Vale|Ethan Cole|Clara Cole|Silas Ward,central AHEAD facility,de-DE,150,149,59.6,PASS,9.81,PASS,EN-v3
99,E099,10,Sieben Minuten,Die Entscheidung,"Maya hat zehn Sekunden, um dauerhaft in die Brücke zu gehen – oder Clara und die einzige sichere Version von AHEAD zu verlieren.",Maya ist verschwunden. Der Brückenbildschirm bleibt schwarz.,Maya Vale|Ethan Cole|Nora Reyes|Clara Cole,central AHEAD facility,de-DE,150,149,59.6,PASS,9.75,PASS,EN-v3
100,E100,10,Sieben Minuten,Sieben Minuten voraus,"Maya hat Clara gerettet und das Vorhersagenetz zerstört – aber niemand weiß, ob Maya die Brücke überlebt hat.",Ihr Gesicht verändert sich. „Das habe ich nicht geschickt.“,Maya Vale|Ethan Cole|Nora Reyes|Clara Cole,central AHEAD facility/epilogue,de-DE,150,141,56.4,PASS,9.75,PASS,EN-v3
