id,format,series,locale,wordCount,wpm,estimatedSeconds,timingPass,timingNormalized,originalWordCount,path
pos-l04-s02,short,positioning,it,231,155,89.4,True,False,,content/shorts/it/pos-l04-s02-the-goal-is-recognition-not-views.md
pos-l04-s02,short,positioning,pt,231,155,89.4,True,False,,content/shorts/pt/pos-l04-s02-the-goal-is-recognition-not-views.md
pos-l04-s03,short,positioning,de,232,150,92.8,True,False,,content/shorts/de/pos-l04-s03-make-other-people-talk-about-your-expertise.md
pos-l04-s03,short,positioning,en,235,155,91.0,True,False,,content/shorts/en/pos-l04-s03-make-other-people-talk-about-your-expertise.md
pos-l04-s03,short,positioning,fr,238,155,92.1,True,False,,content/shorts/fr/pos-l04-s03-make-other-people-talk-about-your-expertise.md
pos-l04-s03,short,positioning,it,229,155,88.6,True,False,,content/shorts/it/pos-l04-s03-make-other-people-talk-about-your-expertise.md
pos-l04-s03,short,positioning,pt,240,155,92.9,True,False,,content/shorts/pt/pos-l04-s03-make-other-people-talk-about-your-expertise.md
pos-l05,long,positioning,de,1520,145,629.0,True,,,content/long/de/pos-05-why-writing-a-book-can-make-you-the-expert.md
pos-l05,long,positioning,en,1543,150,617.2,True,,,content/long/en/pos-05-why-writing-a-book-can-make-you-the-expert.md
pos-l05,long,positioning,fr,1549,150,619.6,True,,,content/long/fr/pos-05-why-writing-a-book-can-make-you-the-expert.md
pos-l05,long,positioning,it,1511,150,604.4,True,,,content/long/it/pos-05-why-writing-a-book-can-make-you-the-expert.md
pos-l05,long,positioning,pt,1521,150,608.4,True,,,content/long/pt/pos-05-why-writing-a-book-can-make-you-the-expert.md
pos-l05-s01,short,positioning,de,232,150,92.8,True,False,,content/shorts/de/pos-l05-s01-you-dont-need-a-publisher.md
pos-l05-s01,short,positioning,en,239,155,92.5,True,False,,content/shorts/en/pos-l05-s01-you-dont-need-a-publisher.md
pos-l05-s01,short,positioning,fr,237,155,91.7,True,False,,content/shorts/fr/pos-l05-s01-you-dont-need-a-publisher.md
pos-l05-s01,short,positioning,it,240,155,92.9,True,False,,content/shorts/it/pos-l05-s01-you-dont-need-a-publisher.md
pos-l05-s01,short,positioning,pt,238,155,92.1,True,False,,content/shorts/pt/pos-l05-s01-you-dont-need-a-publisher.md
pos-l05-s02,short,positioning,de,230,150,92.0,True,False,,content/shorts/de/pos-l05-s02-dont-write-a-book-about-everything-you-know.md
pos-l05-s02,short,positioning,en,236,155,91.4,True,False,,content/shorts/en/pos-l05-s02-dont-write-a-book-about-everything-you-know.md
pos-l05-s02,short,positioning,fr,240,155,92.9,True,False,,content/shorts/fr/pos-l05-s02-dont-write-a-book-about-everything-you-know.md
pos-l05-s02,short,positioning,it,229,155,88.6,True,False,,content/shorts/it/pos-l05-s02-dont-write-a-book-about-everything-you-know.md
pos-l05-s02,short,positioning,pt,233,155,90.2,True,False,,content/shorts/pt/pos-l05-s02-dont-write-a-book-about-everything-you-know.md
pos-l05-s03,short,positioning,de,219,150,87.6,True,False,,content/shorts/de/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md
pos-l05-s03,short,positioning,en,240,155,92.9,True,False,,content/shorts/en/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md
pos-l05-s03,short,positioning,fr,231,155,89.4,True,False,,content/shorts/fr/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md
pos-l05-s03,short,positioning,it,226,155,87.5,True,False,,content/shorts/it/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md
pos-l05-s03,short,positioning,pt,240,155,92.9,True,False,,content/shorts/pt/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md
pos-l06,long,positioning,de,1512,145,625.7,True,,,content/long/de/pos-06-how-to-reposition-yourself-when-your-business-changes.md
pos-l06,long,positioning,en,1512,150,604.8,True,,,content/long/en/pos-06-how-to-reposition-yourself-when-your-business-changes.md
pos-l06,long,positioning,fr,1575,150,630.0,True,,,content/long/fr/pos-06-how-to-reposition-yourself-when-your-business-changes.md
pos-l06,long,positioning,it,1497,150,598.8,True,,,content/long/it/pos-06-how-to-reposition-yourself-when-your-business-changes.md
pos-l06,long,positioning,pt,1499,150,599.6,True,,,content/long/pt/pos-06-how-to-reposition-yourself-when-your-business-changes.md
pos-l06-s01,short,positioning,de,227,150,90.8,True,False,,content/shorts/de/pos-l06-s01-your-audience-remembers-the-old-you.md
pos-l06-s01,short,positioning,en,234,155,90.6,True,False,,content/shorts/en/pos-l06-s01-your-audience-remembers-the-old-you.md
pos-l06-s01,short,positioning,fr,234,155,90.6,True,False,,content/shorts/fr/pos-l06-s01-your-audience-remembers-the-old-you.md
pos-l06-s01,short,positioning,it,229,155,88.6,True,False,,content/shorts/it/pos-l06-s01-your-audience-remembers-the-old-you.md
pos-l06-s01,short,positioning,pt,228,155,88.3,True,False,,content/shorts/pt/pos-l06-s01-your-audience-remembers-the-old-you.md
pos-l06-s02,short,positioning,de,218,150,87.2,True,False,,content/shorts/de/pos-l06-s02-changing-your-bio-isnt-repositioning.md
pos-l06-s02,short,positioning,en,230,155,89.0,True,False,,content/shorts/en/pos-l06-s02-changing-your-bio-isnt-repositioning.md
pos-l06-s02,short,positioning,fr,239,155,92.5,True,False,,content/shorts/fr/pos-l06-s02-changing-your-bio-isnt-repositioning.md
pos-l06-s02,short,positioning,it,240,155,92.9,True,False,,content/shorts/it/pos-l06-s02-changing-your-bio-isnt-repositioning.md
pos-l06-s02,short,positioning,pt,225,155,87.1,True,False,,content/shorts/pt/pos-l06-s02-changing-your-bio-isnt-repositioning.md
pos-l06-s03,short,positioning,de,233,150,93.2,True,False,,content/shorts/de/pos-l06-s03-change-what-people-know-you-for.md
pos-l06-s03,short,positioning,en,233,155,90.2,True,False,,content/shorts/en/pos-l06-s03-change-what-people-know-you-for.md
pos-l06-s03,short,positioning,fr,240,155,92.9,True,False,,content/shorts/fr/pos-l06-s03-change-what-people-know-you-for.md
pos-l06-s03,short,positioning,it,233,155,90.2,True,False,,content/shorts/it/pos-l06-s03-change-what-people-know-you-for.md
pos-l06-s03,short,positioning,pt,239,155,92.5,True,False,,content/shorts/pt/pos-l06-s03-change-what-people-know-you-for.md
tx-l004,long,transcript-derived,en,1477,150,590.8,True,,,content/long/en/tx-l004.md
tx-l011,long,transcript-derived,en,1522,150,608.8,True,,,content/long/en/tx-l011.md
tx-l018,long,transcript-derived,en,1526,150,610.4,True,,,content/long/en/tx-l018.md
tx-l050,long,transcript-derived,en,1518,150,607.2,True,,,content/long/en/tx-l050.md
tx-s021,short,transcript-derived,en,234,155,90.6,True,False,,content/shorts/en/tx-s021.md
tx-s027,short,transcript-derived,en,231,155,89.4,True,False,,content/shorts/en/tx-s027.md
