episode,id,arc,arc_name,title,hook,cliffhanger_beat,characters,location,locale,wpm,word_count,estimated_seconds,timing_gate,editorial_score,editorial_gate,source_authority
86,E086,9,A origem,Bem-vinda de volta,Uma instalação secreta da AHEAD já reconhece Maya como diretora e guarda uma mensagem da Versão 18.,NÃO A SALVE. Nora lê por cima do ombro dela.,Maya Vale|Ethan Cole|Dr. Lena Voss|Silas Ward,central AHEAD facility,pt-BR,155,152,58.8,PASS,9.79,PASS,EN-v3
87,E087,9,A origem,Versão dezoito,Uma mensagem da Versão 18 diz que Nora morrerá amanhã e que salvá-la provocará outro reinício.,"Nora se solta. “Se o futuro quer que eu fique do lado de fora”, diz, “eu vou entrar.”",Maya Vale|Dr. Lena Voss|Silas Ward|Ethan Cole,central AHEAD facility,pt-BR,155,159,61.5,PASS,9.77,PASS,EN-v3
88,E088,9,A origem,Não salve Nora,Nora entra na câmara onde a Versão 18 diz que ela morrerá em sete minutos.,Destino: MAYA VALE — NOITE DO PRIMEIRO SINAL.,Maya Vale|Nora Reyes|Silas Ward|Dr. Lena Voss,central AHEAD facility,pt-BR,155,160,61.9,PASS,9.78,PASS,EN-v3
89,E089,9,A origem,O primeiro pacote,Maya agora pode enviar o primeiro Sinal ao próprio passado e decidir com o que o ciclo começa.,Nora responde primeiro. “O meu.”,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,pt-BR,155,159,61.5,PASS,9.79,PASS,EN-v3
90,E090,9,A origem,Edite o ciclo,"Depois de mudar o primeiro Sinal sem reiniciar o mundo, Nora quer apagar a ordem que a transformou em espiã de Maya.",A sala pisca. O celular de Maya perde o contato de Nora.,Maya Vale|Nora Reyes|Dr. Lena Voss|Silas Ward,central AHEAD facility,pt-BR,155,157,60.8,PASS,9.8,PASS,EN-v3
91,E091,10,Sete minutos,O teste da amizade,Nora apaga a ordem que criou sua amizade com Maya e acorda lembrando dela como uma desconhecida.,Então sussurra: “Mas também lembro de nunca ter conhecido você.”,Maya Vale|Ethan Cole|Nora Reyes|Dr. Lena Voss|Silas Ward,central AHEAD facility,pt-BR,155,160,61.9,PASS,9.79,PASS,EN-v3
92,E092,10,Sete minutos,Estranhos outra vez,"Ethan lembra de duas vidas ao mesmo tempo: numa ama Maya; na outra, ela é uma completa desconhecida.",DRA. LENA VOSS. Data da morte: três anos atrás.,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,pt-BR,155,153,59.2,PASS,9.79,PASS,EN-v3
93,E093,10,Sete minutos,Eles se encontram mesmo assim,"Corrigir o passado de Nora permite que Maya e Ethan se encontrem naturalmente, mas faz Lena morrer três anos antes.",“Virou você?” “Virou certeza.”,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,pt-BR,155,156,60.4,PASS,9.78,PASS,EN-v3
94,E094,10,Sete minutos,Versão treze,O último pacote perigoso não é uma arma. É o próprio projeto de Maya para controlar o futuro de todo mundo.,Clara olha para Ethan. “Não ligue de novo.”,Maya Vale|Ethan Cole|Nora Reyes,central AHEAD facility,pt-BR,155,156,60.4,PASS,9.8,PASS,EN-v3
95,E095,10,Sete minutos,Sete minutos restantes,"Maya impediu o apagão futuro, mas Clara está desaparecendo enquanto a rede de previsão morre.",ÂNCORA PERMANENTE COMPATÍVEL: MAYA VALE.,Maya Vale|Silas Ward|Dr. Lena Voss|Leila Hart,central AHEAD facility,pt-BR,155,160,61.9,PASS,9.77,PASS,EN-v3
96,E096,10,Sete minutos,A âncora,Salvar Clara sem reconstruir AHEAD exige que Maya se torne a âncora permanente.,O núcleo define o horário: TRANSFERÊNCIA DE ÂNCORA — 20H07.,Maya Vale|Dr. Lena Voss|Silas Ward,central AHEAD facility,pt-BR,155,157,60.8,PASS,9.8,PASS,EN-v3
97,E097,10,Sete minutos,Regras finais,Maya tem sete minutos antes de deixar permanentemente o tempo normal.,A assinatura autorizadora é a dela. A Versão 13 tem uma última jogada.,Maya Vale|Ethan Cole|Clara Cole|Nora Reyes,central AHEAD facility,pt-BR,155,152,58.8,PASS,9.81,PASS,EN-v3
98,E098,10,Sete minutos,V13 Override,"Segundos antes de Maya se tornar a âncora, sua pior versão futura tenta contrabandear AHEAD para dentro da ponte.",Maya responde: “Esse é o único futuro que eu não consigo ver antes.”,Maya Vale|Ethan Cole|Clara Cole|Silas Ward,central AHEAD facility,pt-BR,155,158,61.2,PASS,9.8,PASS,EN-v3
99,E099,10,Sete minutos,A escolha,Maya tem dez segundos para entrar permanentemente na ponte ou perder Clara e a única versão segura da AHEAD.,Maya desapareceu. A tela da ponte continua preta.,Maya Vale|Ethan Cole|Nora Reyes|Clara Cole,central AHEAD facility,pt-BR,155,160,61.9,PASS,9.74,PASS,EN-v3
100,E100,10,Sete minutos,7 minutos à frente,"Maya salvou Clara e destruiu a rede de previsão, mas ninguém sabe se ela sobreviveu à ponte.",A expressão dela muda. “Eu não enviei isso.”,Maya Vale|Ethan Cole|Nora Reyes|Clara Cole,central AHEAD facility/epilogue,pt-BR,155,157,60.8,PASS,9.76,PASS,EN-v3
