episode,id,arc,arc_name,title,hook,cliffhanger_beat,characters,location,locale,wpm,word_count,estimated_seconds,timing_gate,editorial_score,editorial_gate,source_authority
86,E086,9,El origen,Bienvenida de nuevo,Una instalación secreta de AHEAD ya reconoce a Maya como su directora y guarda un mensaje de la Versión 18.,NO LA SALVES. Nora la lee por encima de su hombro.,Maya Vale|Ethan Cole|Dr. Lena Voss|Silas Ward,central AHEAD facility,es-ES,155,156,60.4,PASS,9.62,PASS,EN-v5
87,E087,9,El origen,Versión dieciocho,Un mensaje de la Versión 18 afirma que Nora morirá mañana y que salvarla provocará otro reinicio.,"Nora se suelta. «Si el futuro me quiere fuera», dice, «yo voy a entrar.»",Maya Vale|Dr. Lena Voss|Silas Ward|Ethan Cole,central AHEAD facility,es-ES,155,160,61.9,PASS,9.62,PASS,EN-v5
88,E088,9,El origen,No salves a Nora,Nora entra en la cámara donde la Versión 18 dice que morirá dentro de siete minutos.,Destino: MAYA VALE — NOCHE DE LA PRIMERA SEÑAL.,Maya Vale|Nora Reyes|Silas Ward|Dr. Lena Voss,central AHEAD facility,es-ES,155,158,61.2,PASS,9.62,PASS,EN-v5
89,E089,9,El origen,El primer paquete,Maya puede enviar ahora la primera Señal a su yo del pasado y decidir con qué empieza el bucle.,Nora responde primero. «El mío.»,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,es-ES,155,159,61.5,PASS,9.62,PASS,EN-v5
90,E090,9,El origen,Editar el bucle,"Después de cambiar la primera Señal sin reiniciar el mundo, Nora quiere borrar la orden que la convirtió en espía de Maya.",La sala parpadea. El móvil de Maya pierde el contacto de Nora.,Maya Vale|Nora Reyes|Dr. Lena Voss|Silas Ward,central AHEAD facility,es-ES,155,159,61.5,PASS,9.62,PASS,EN-v5
91,E091,10,Siete minutos,La prueba de amistad,Nora borra la orden que creó su amistad con Maya y despierta recordándola como una desconocida.,Después susurra: «Pero también recuerdo no haberte conocido nunca.»,Maya Vale|Ethan Cole|Nora Reyes|Dr. Lena Voss|Silas Ward,central AHEAD facility,es-ES,155,152,58.8,PASS,9.75,PASS,EN-v5
92,E092,10,Siete minutos,Otra vez desconocidos,Ethan recuerda dos vidas a la vez: una en la que ama a Maya y otra en la que ella es una completa desconocida.,DRA. LENA VOSS. Fecha de muerte: hace tres años.,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,es-ES,155,159,61.5,PASS,9.71,PASS,EN-v5
93,E093,10,Siete minutos,Se encuentran de todos modos,"Arreglar el pasado de Nora permite que Maya y Ethan se encuentren de forma natural, pero hace que Lena muera tres años antes.",«¿Se convirtió en ti?» «Se convirtió en certeza.»,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,es-ES,155,160,61.9,PASS,9.75,PASS,EN-v5
94,E094,10,Siete minutos,Versión trece,"El último paquete peligroso no es un arma, sino el propio plano de Maya para controlar el futuro de todos.",Clara mira a Ethan. «No la vuelvas a encender.»,Maya Vale|Ethan Cole|Nora Reyes,central AHEAD facility,es-ES,155,159,61.5,PASS,9.71,PASS,EN-v5
95,E095,10,Siete minutos,Quedan siete minutos,"Maya ha detenido el apagón futuro, pero Clara desaparece a medida que muere la red predictiva.",ANCLA PERMANENTE COMPATIBLE: MAYA VALE.,Maya Vale|Silas Ward|Dr. Lena Voss|Leila Hart,central AHEAD facility,es-ES,155,154,59.6,PASS,9.71,PASS,EN-v5
96,E096,10,Siete minutos,El ancla,Salvar a Clara sin reconstruir AHEAD exige que Maya se convierta en el ancla permanente.,El núcleo fija la hora: TRANSFERENCIA DE ANCLA — 20:07.,Maya Vale|Dr. Lena Voss|Silas Ward,central AHEAD facility,es-ES,155,160,61.9,PASS,9.71,PASS,EN-v5
97,E097,10,Siete minutos,Las reglas finales,Maya tiene siete minutos antes de la transferencia de ancla y los usa para impedir que cualquier versión futura de ella vuelva a ordenar nada a un receptor.,Maya mira el temporizador. Y pulsa reproducir.,Maya Vale|Ethan Cole|Clara Cole|Nora Reyes,central AHEAD facility,es-ES,155,158,61.2,PASS,9.81,PASS,EN-v5
98,E098,10,Siete minutos,La última predicción,"A segundos de la transferencia, Maya recibe una última predicción de siete minutos y se niega a permitir que decida por ella.","«Entonces, por una vez, el futuro puede tener razón sin decidir lo que hago.»",Maya Vale|Ethan Cole|Clara Cole|Silas Ward,central AHEAD facility,es-ES,155,151,58.5,PASS,9.84,PASS,EN-v5
99,E099,10,Siete minutos,La elección,"Maya tiene diez segundos para entrar en el puente para siempre y, por primera vez, ninguna predicción dice si su decisión termina bien.","Por primera vez, nadie sabe qué sucede después.",Maya Vale|Ethan Cole|Nora Reyes|Clara Cole,central AHEAD facility,es-ES,155,151,58.5,PASS,9.84,PASS,EN-v5
100,E100,10,Siete minutos,7 minutos por delante,"Maya salvó a Clara y destruyó la red predictiva, pero nadie sabe si sobrevivió al puente.",Su expresión cambia. «Yo no envié eso.»,Maya Vale|Ethan Cole|Nora Reyes|Clara Cole,central AHEAD facility/epilogue,es-ES,155,158,61.2,PASS,9.75,PASS,EN-v5
